Isolate,Accession_number,Collection_time,Country,Continent,Genotype,Source
ERR6044848|2016|France|Europe,ERR6044848,2016,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044849|2017|France|Europe,ERR6044849,2017,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044850|2017|France|Europe,ERR6044850,2017,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044851|2017|France|Europe,ERR6044851,2017,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044852|2017|France|Europe,ERR6044852,2017,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044853|2017|France|Europe,ERR6044853,2017,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044854|2017|France|Europe,ERR6044854,2017,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044855|2017|France|Europe,ERR6044855,2017,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044856|2017|France|Europe,ERR6044856,2017,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044857|2017|France|Europe,ERR6044857,2017,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044858|2017|France|Europe,ERR6044858,2017,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044859|2017|France|Europe,ERR6044859,2017,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044860|2017|France|Europe,ERR6044860,2017,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044861|2017|France|Europe,ERR6044861,2017,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044862|2017|France|Europe,ERR6044862,2017,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044863|2017|France|Europe,ERR6044863,2017,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044864|2017|France|Europe,ERR6044864,2017,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044865|2017|France|Europe,ERR6044865,2017,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044866|2017|France|Europe,ERR6044866,2017,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044867|2017|France|Europe,ERR6044867,2017,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044868|2017|France|Europe,ERR6044868,2017,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044869|2017|France|Europe,ERR6044869,2017,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044870|2017|France|Europe,ERR6044870,2017,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044871|2017|France|Europe,ERR6044871,2017,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044872|2017|France|Europe,ERR6044872,2017,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044873|2017|France|Europe,ERR6044873,2017,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044874|2017|France|Europe,ERR6044874,2017,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044875|2017|France|Europe,ERR6044875,2017,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044876|2017|France|Europe,ERR6044876,2017,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044877|2017|France|Europe,ERR6044877,2017,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044878|2017|France|Europe,ERR6044878,2017,France,Europe,ptxP1/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044879|2017|France|Europe,ERR6044879,2017,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044880|2017|France|Europe,ERR6044880,2017,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044881|2017|France|Europe,ERR6044881,2017,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044882|2017|France|Europe,ERR6044882,2017,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044883|2018|France|Europe,ERR6044883,2018,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044884|2018|France|Europe,ERR6044884,2018,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044885|2018|France|Europe,ERR6044885,2018,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044886|2018|France|Europe,ERR6044886,2018,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044887|2018|France|Europe,ERR6044887,2018,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044888|2018|France|Europe,ERR6044888,2018,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044889|2018|France|Europe,ERR6044889,2018,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044890|2018|France|Europe,ERR6044890,2018,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044891|2018|France|Europe,ERR6044891,2018,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044892|2018|France|Europe,ERR6044892,2018,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044893|2018|France|Europe,ERR6044893,2018,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044894|2018|France|Europe,ERR6044894,2018,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044895|2018|France|Europe,ERR6044895,2018,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044896|2018|France|Europe,ERR6044896,2018,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044897|2018|France|Europe,ERR6044897,2018,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044898|2018|France|Europe,ERR6044898,2018,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044899|2018|France|Europe,ERR6044899,2018,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044900|2018|France|Europe,ERR6044900,2018,France,Europe,ptxP1/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044901|2018|France|Europe,ERR6044901,2018,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044902|2018|France|Europe,ERR6044902,2018,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044903|2018|France|Europe,ERR6044903,2018,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044904|2018|France|Europe,ERR6044904,2018,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044905|2018|France|Europe,ERR6044905,2018,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044906|2018|France|Europe,ERR6044906,2018,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044907|2018|France|Europe,ERR6044907,2018,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044908|2018|France|Europe,ERR6044908,2018,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044909|2018|France|Europe,ERR6044909,2018,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044910|2018|France|Europe,ERR6044910,2018,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044911|2018|France|Europe,ERR6044911,2018,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044912|2018|France|Europe,ERR6044912,2018,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044913|2018|France|Europe,ERR6044913,2018,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044914|2018|France|Europe,ERR6044914,2018,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044915|2018|France|Europe,ERR6044915,2018,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044916|2018|France|Europe,ERR6044916,2018,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044917|2018|France|Europe,ERR6044917,2018,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044918|2018|France|Europe,ERR6044918,2018,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044919|2019|France|Europe,ERR6044919,2019,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044920|2012|France|Europe,ERR6044920,2012,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044921|2012|France|Europe,ERR6044921,2012,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044922|2012|France|Europe,ERR6044922,2012,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044923|2012|France|Europe,ERR6044923,2012,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044924|2012|France|Europe,ERR6044924,2012,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044925|2012|France|Europe,ERR6044925,2012,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044926|2012|France|Europe,ERR6044926,2012,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044927|2012|France|Europe,ERR6044927,2012,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044928|2012|France|Europe,ERR6044928,2012,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044930|2012|France|Europe,ERR6044930,2012,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044931|2012|France|Europe,ERR6044931,2012,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044932|2012|France|Europe,ERR6044932,2012,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044933|2012|France|Europe,ERR6044933,2012,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044934|2012|France|Europe,ERR6044934,2012,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044935|2012|France|Europe,ERR6044935,2012,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044936|2012|France|Europe,ERR6044936,2012,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044937|2012|France|Europe,ERR6044937,2012,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044938|2012|France|Europe,ERR6044938,2012,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044939|2012|France|Europe,ERR6044939,2012,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044940|2012|France|Europe,ERR6044940,2012,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044941|2012|France|Europe,ERR6044941,2012,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044942|2012|France|Europe,ERR6044942,2012,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044943|2012|France|Europe,ERR6044943,2012,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044944|2012|France|Europe,ERR6044944,2012,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044945|2012|France|Europe,ERR6044945,2012,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044946|2012|France|Europe,ERR6044946,2012,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044947|2012|France|Europe,ERR6044947,2012,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044948|2012|France|Europe,ERR6044948,2012,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044949|2012|France|Europe,ERR6044949,2012,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044950|2012|France|Europe,ERR6044950,2012,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044951|2012|France|Europe,ERR6044951,2012,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044952|2012|France|Europe,ERR6044952,2012,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044953|2012|France|Europe,ERR6044953,2012,France,Europe,Others,Lefrancq & Bouchez et al. 2022
ERR6044954|2012|France|Europe,ERR6044954,2012,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044955|2012|France|Europe,ERR6044955,2012,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044956|2012|France|Europe,ERR6044956,2012,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044957|2012|France|Europe,ERR6044957,2012,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044958|2012|France|Europe,ERR6044958,2012,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044959|2012|France|Europe,ERR6044959,2012,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044960|2012|France|Europe,ERR6044960,2012,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044961|2012|France|Europe,ERR6044961,2012,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044962|2012|France|Europe,ERR6044962,2012,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044963|2012|France|Europe,ERR6044963,2012,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044964|2012|France|Europe,ERR6044964,2012,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044965|2012|France|Europe,ERR6044965,2012,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044966|2012|France|Europe,ERR6044966,2012,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044967|2012|France|Europe,ERR6044967,2012,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6044968|2012|France|Europe,ERR6044968,2012,France,Europe,ptxP3/fim3-1,Lefrancq & Bouchez et al. 2022
ERR6044969|2012|France|Europe,ERR6044969,2012,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR6045017|2012|France|Europe,ERR6045017,2012,France,Europe,ptxP3/fim3-2,Lefrancq & Bouchez et al. 2022
ERR8052263|2009|France|Europe,ERR8052263,2009,France,Europe,Others,NCBI
ERR8052264|2011|France|Europe,ERR8052264,2011,France,Europe,Others,NCBI
ERR8052265|2011|France|Europe,ERR8052265,2011,France,Europe,Others,NCBI
ERR8052266|2019|France|Europe,ERR8052266,2019,France,Europe,ptxP3/fim3-2,This_study
ERR8052267|2019|France|Europe,ERR8052267,2019,France,Europe,ptxP3/fim3-2,This_study
FR0240|1996|France|Europe,ERR13848229,1996,France,Europe,ptxP1/fim3-1,This_study
FR0242|1996|France|Europe,ERR13848230,1996,France,Europe,ptxP3/fim3-1,This_study
FR0243|1996|France|Europe,ERR13848231,1996,France,Europe,ptxP1/fim3-1,This_study
FR0244|1996|France|Europe,ERR13848232,1996,France,Europe,ptxP1/fim3-1,This_study
FR0245|1996|France|Europe,ERR13848233,1996,France,Europe,ptxP3/fim3-1,This_study
FR0246|1996|France|Europe,ERR13848234,1996,France,Europe,ptxP3/fim3-1,This_study
FR0247|1996|France|Europe,ERR13848235,1996,France,Europe,ptxP3/fim3-1,This_study
FR0257|1996|France|Europe,ERR13848236,1996,France,Europe,ptxP1/fim3-1,This_study
FR0259|1996|France|Europe,ERR13848237,1996,France,Europe,ptxP3/fim3-1,This_study
FR0260|1996|France|Europe,ERR13848238,1996,France,Europe,ptxP1/fim3-1,This_study
FR0262|1996|France|Europe,ERR13848239,1996,France,Europe,ptxP1/fim3-1,This_study
FR0263|1996|France|Europe,ERR13848240,1996,France,Europe,ptxP1/fim3-1,This_study
FR0264|1996|France|Europe,ERR13848241,1996,France,Europe,ptxP1/fim3-1,This_study
FR0269|1996|France|Europe,ERR13848242,1996,France,Europe,ptxP1/fim3-1,This_study
FR0274|1996|France|Europe,ERR13848243,1996,France,Europe,ptxP1/fim3-1,This_study
FR0276|1996|France|Europe,ERR13848244,1996,France,Europe,ptxP1/fim3-1,This_study
FR0277|1996|France|Europe,ERR13848245,1996,France,Europe,ptxP1/fim3-1,This_study
FR0278|1996|France|Europe,ERR13848246,1996,France,Europe,ptxP1/fim3-1,This_study
FR0279|1996|France|Europe,ERR13848247,1996,France,Europe,ptxP1/fim3-1,This_study
FR0282|1996|France|Europe,ERR13848248,1996,France,Europe,ptxP3/fim3-2,This_study
FR0287|1996|France|Europe,ERR13848249,1996,France,Europe,ptxP1/fim3-1,This_study
FR0290|1996|France|Europe,ERR13848250,1996,France,Europe,ptxP1/fim3-1,This_study
FR0299|1996|France|Europe,ERR13848251,1996,France,Europe,ptxP3/fim3-1,This_study
FR0316|1997|France|Europe,ERR13848252,1997,France,Europe,ptxP1/fim3-1,This_study
FR0334|1997|France|Europe,ERR13848253,1997,France,Europe,ptxP3/fim3-1,This_study
FR0347|1997|France|Europe,ERR13848254,1997,France,Europe,ptxP1/fim3-1,This_study
FR0349|1997|France|Europe,ERR13848255,1997,France,Europe,ptxP1/fim3-1,This_study
FR0364|1997|France|Europe,ERR13848256,1997,France,Europe,ptxP1/fim3-1,This_study
FR0370|1997|France|Europe,ERR13848257,1997,France,Europe,ptxP1/fim3-1,This_study
FR0372|1997|France|Europe,ERR13848258,1997,France,Europe,ptxP1/fim3-1,This_study
FR0373|1997|France|Europe,ERR13848259,1997,France,Europe,ptxP3/fim3-1,This_study
FR0375|1997|France|Europe,ERR13848260,1997,France,Europe,ptxP3/fim3-1,This_study
FR0377|1997|France|Europe,ERR13848261,1997,France,Europe,ptxP1/fim3-1,This_study
FR0380|1997|France|Europe,ERR13848262,1997,France,Europe,ptxP1/fim3-1,This_study
FR0383|1997|France|Europe,ERR13848263,1997,France,Europe,ptxP1/fim3-1,This_study
FR0386|1997|France|Europe,ERR13848264,1997,France,Europe,ptxP1/fim3-1,This_study
FR0387|1997|France|Europe,ERR13848265,1997,France,Europe,ptxP1/fim3-1,This_study
FR0390|1997|France|Europe,ERR13848266,1997,France,Europe,ptxP1/fim3-1,This_study
FR0391|1997|France|Europe,ERR13848267,1997,France,Europe,ptxP1/fim3-1,This_study
FR0392|1997|France|Europe,ERR13848268,1997,France,Europe,ptxP1/fim3-1,This_study
FR0393|1997|France|Europe,ERR13848269,1997,France,Europe,ptxP3/fim3-2,This_study
FR0395|1997|France|Europe,ERR13848270,1997,France,Europe,ptxP1/fim3-1,This_study
FR0432|1997|France|Europe,ERR5101988,1997,France,Europe,ptxP1/fim3-1,Bouchez et al. 2021
FR0435|1997|France|Europe,ERR13848271,1997,France,Europe,ptxP3/fim3-1,This_study
FR0436|1997|France|Europe,ERR13848272,1997,France,Europe,ptxP1/fim3-1,This_study
FR0437|1997|France|Europe,ERR13848273,1997,France,Europe,ptxP1/fim3-1,This_study
FR0450|1997|France|Europe,ERR13848274,1997,France,Europe,ptxP1/fim3-1,This_study
FR0452|1997|France|Europe,ERR13848275,1997,France,Europe,ptxP3/fim3-1,This_study
FR0458|1997|France|Europe,ERR13848276,1997,France,Europe,ptxP1/fim3-1,This_study
FR0459|1997|France|Europe,ERR13848219,1997,France,Europe,ptxP3/fim3-2,This_study
FR0460|1997|France|Europe,ERR13848220,1997,France,Europe,ptxP1/fim3-1,This_study
FR0462|1997|France|Europe,ERR13848221,1997,France,Europe,ptxP1/fim3-1,This_study
FR0463|1997|France|Europe,ERR13848222,1997,France,Europe,ptxP1/fim3-1,This_study
FR0464|1997|France|Europe,ERR13848223,1997,France,Europe,ptxP3/fim3-2,This_study
FR0484|1997|France|Europe,ERR13848224,1997,France,Europe,ptxP1/fim3-1,This_study
FR0512|1997|France|Europe,ERR13848225,1997,France,Europe,ptxP3/fim3-1,This_study
FR0528|1997|France|Europe,ERR13848226,1997,France,Europe,ptxP3/fim3-2,This_study
FR0533|1997|France|Europe,ERR13848227,1997,France,Europe,ptxP1/fim3-1,This_study
FR0620|1998|France|Europe,ERR13848228,1998,France,Europe,ptxP3/fim3-2,This_study
FR0621|1998|France|Europe,ERR13848277,1998,France,Europe,ptxP3/fim3-1,This_study
FR0622|1998|France|Europe,ERR13848278,1998,France,Europe,ptxP3/fim3-1,This_study
FR0623|1998|France|Europe,ERR13848279,1998,France,Europe,ptxP3/fim3-2,This_study
FR0665|1998|France|Europe,ERR13848280,1998,France,Europe,ptxP3/fim3-2,This_study
FR0668|1998|France|Europe,ERR13848281,1998,France,Europe,ptxP3/fim3-2,This_study
FR0670|1998|France|Europe,ERR13848282,1998,France,Europe,ptxP3/fim3-2,This_study
FR0671|1999|France|Europe,ERR13848283,1999,France,Europe,ptxP3/fim3-1,This_study
FR0672|1999|France|Europe,ERR13848284,1999,France,Europe,ptxP1/fim3-1,This_study
FR0675|1999|France|Europe,ERR13848285,1999,France,Europe,ptxP3/fim3-2,This_study
FR0901|2000|France|Europe,ERR13848286,2000,France,Europe,ptxP3/fim3-2,This_study
FR0902|2000|France|Europe,ERR13848287,2000,France,Europe,ptxP1/fim3-1,This_study
FR0907|2000|France|Europe,ERR13848288,2000,France,Europe,ptxP3/fim3-2,This_study
FR0908|2000|France|Europe,ERR13848289,2000,France,Europe,ptxP3/fim3-1,This_study
FR0922|2000|France|Europe,ERR13848290,2000,France,Europe,ptxP3/fim3-2,This_study
FR0924|2000|France|Europe,ERR13848291,2000,France,Europe,ptxP3/fim3-1,This_study
FR0999|2000|France|Europe,ERR13848292,2000,France,Europe,ptxP3/fim3-2,This_study
FR1000|2000|France|Europe,ERR13848293,2000,France,Europe,ptxP3/fim3-2,This_study
FR1001|2000|France|Europe,ERR13848294,2000,France,Europe,ptxP3/fim3-2,This_study
FR1002|2000|France|Europe,ERR13848295,2000,France,Europe,ptxP3/fim3-2,This_study
FR1003|2000|France|Europe,ERR13848296,2000,France,Europe,ptxP3/fim3-2,This_study
FR1004|2000|France|Europe,ERR13848297,2000,France,Europe,ptxP3/fim3-2,This_study
FR1005|2000|France|Europe,ERR13848298,2000,France,Europe,ptxP3/fim3-2,This_study
FR1006|2000|France|Europe,ERR13848299,2000,France,Europe,ptxP3/fim3-2,This_study
FR1008|2000|France|Europe,ERR13848300,2000,France,Europe,ptxP3/fim3-2,This_study
FR1010|2001|France|Europe,ERR13848301,2001,France,Europe,ptxP3/fim3-2,This_study
FR1011|2001|France|Europe,ERR13848302,2001,France,Europe,ptxP3/fim3-1,This_study
FR1012|2001|France|Europe,ERR13848303,2001,France,Europe,ptxP3/fim3-2,This_study
FR1013|2001|France|Europe,ERR13848304,2001,France,Europe,ptxP3/fim3-2,This_study
FR1014|2001|France|Europe,ERR13848305,2001,France,Europe,ptxP3/fim3-2,This_study
FR1016|2000|France|Europe,ERR13848306,2000,France,Europe,ptxP3/fim3-2,This_study
FR1018|1997|France|Europe,ERR13848307,1997,France,Europe,ptxP1/fim3-1,This_study
FR1019|2000|France|Europe,ERR13848308,2000,France,Europe,ptxP3/fim3-2,This_study
FR1021|1998|France|Europe,ERR13848309,1998,France,Europe,ptxP1/fim3-1,This_study
FR1022|1996|France|Europe,ERR13848310,1996,France,Europe,ptxP1/fim3-1,This_study
FR1023|1996|France|Europe,ERR13848311,1996,France,Europe,ptxP1/fim3-1,This_study
FR1024|2001|France|Europe,ERR13848312,2001,France,Europe,ptxP3/fim3-2,This_study
FR1026|2001|France|Europe,ERR13848313,2001,France,Europe,ptxP3/fim3-2,This_study
FR1028|2001|France|Europe,ERR13848314,2001,France,Europe,ptxP3/fim3-2,This_study
FR1029|2001|France|Europe,ERR13848315,2001,France,Europe,ptxP3/fim3-2,This_study
FR3105|2004|France|Europe,ERR13848316,2004,France,Europe,ptxP3/fim3-1,This_study
FR3119|2004|France|Europe,ERR13848317,2004,France,Europe,ptxP3/fim3-2,This_study
FR3124|2004|France|Europe,ERR13848318,2004,France,Europe,ptxP3/fim3-1,This_study
FR3126|2004|France|Europe,ERR13848319,2004,France,Europe,ptxP3/fim3-1,This_study
FR3133|2004|France|Europe,ERR13848320,2004,France,Europe,ptxP3/fim3-2,This_study
FR3134|2004|France|Europe,ERR13848321,2004,France,Europe,ptxP3/fim3-2,This_study
FR3140|2004|France|Europe,ERR13848322,2004,France,Europe,ptxP3/fim3-2,This_study
FR3143|2004|France|Europe,ERR13848323,2004,France,Europe,ptxP3/fim3-2,This_study
FR3144|2004|France|Europe,ERR13848324,2004,France,Europe,ptxP3/fim3-2,This_study
FR3146|2004|France|Europe,ERR13848325,2004,France,Europe,ptxP3/fim3-2,This_study
FR3147|2004|France|Europe,ERR13848326,2004,France,Europe,ptxP3/fim3-2,This_study
FR3150|2004|France|Europe,ERR13848327,2004,France,Europe,ptxP3/fim3-2,This_study
FR3153|2004|France|Europe,ERR13848328,2004,France,Europe,ptxP3/fim3-2,This_study
FR3156|2004|France|Europe,ERR13848329,2004,France,Europe,ptxP3/fim3-2,This_study
FR3159|2004|France|Europe,ERR13848330,2004,France,Europe,ptxP3/fim3-2,This_study
FR3160|2004|France|Europe,ERR13848331,2004,France,Europe,ptxP3/fim3-2,This_study
FR3161|2004|France|Europe,ERR13848332,2004,France,Europe,ptxP3/fim3-2,This_study
FR3163|2004|France|Europe,ERR13848333,2004,France,Europe,ptxP3/fim3-1,This_study
FR3165|2004|France|Europe,ERR13848334,2004,France,Europe,ptxP3/fim3-2,This_study
FR3166|2004|France|Europe,ERR13848335,2004,France,Europe,ptxP3/fim3-2,This_study
FR3172|2004|France|Europe,ERR13848336,2004,France,Europe,ptxP3/fim3-2,This_study
FR3176|2004|France|Europe,ERR13848337,2004,France,Europe,ptxP3/fim3-1,This_study
FR3282|2005|France|Europe,ERR13848338,2005,France,Europe,ptxP3/fim3-2,This_study
FR3320|2005|France|Europe,ERR13848339,2005,France,Europe,ptxP3/fim3-2,This_study
FR3335|2005|France|Europe,ERR13848340,2005,France,Europe,ptxP3/fim3-1,This_study
FR3425|2005|France|Europe,ERR13848341,2005,France,Europe,ptxP3/fim3-2,This_study
FR3426|2005|France|Europe,ERR13848342,2005,France,Europe,ptxP3/fim3-1,This_study
FR3428|2005|France|Europe,ERR13848343,2005,France,Europe,ptxP3/fim3-1,This_study
FR3429|2005|France|Europe,ERR13848344,2005,France,Europe,ptxP3/fim3-1,This_study
FR3430|2005|France|Europe,ERR13848345,2005,France,Europe,ptxP3/fim3-2,This_study
FR3431|2005|France|Europe,ERR13848346,2005,France,Europe,ptxP3/fim3-2,This_study
FR3432|2005|France|Europe,ERR13848347,2005,France,Europe,ptxP3/fim3-2,This_study
FR3434|2005|France|Europe,ERR13848348,2005,France,Europe,ptxP3/fim3-2,This_study
